loss:0.007478983821019938, accuracy:0.9972057342529297, recall:0.9870195388793945, precision:0.9871930480003357
loss:0.005660014774530282, accuracy:0.9977439045906067, recall:0.9906739592552185, precision:0.9890779852867126
loss:0.006737719048069266, accuracy:0.9977300763130188, recall:0.9900254607200623, precision:0.989857017993927
loss:0.006255889895965083, accuracy:0.9978806376457214, recall:0.9918885827064514, precision:0.9891431331634521
loss:0.004871101001645002, accuracy:0.9984757304191589, recall:0.9935359954833984, precision:0.9935277104377747
loss:0.006692352909631154, accuracy:0.9972032904624939, recall:0.9880475997924805, precision:0.9864827394485474
loss:0.006142106817642343, accuracy:0.9978689551353455, recall:0.99167799949646, precision:0.9896689653396606
loss:0.006838077216125385, accuracy:0.9977560043334961, recall:0.9909191131591797, precision:0.9900723695755005
loss:0.006833696258581767, accuracy:0.9978314638137817, recall:0.9912478923797607, precision:0.9894464612007141
loss:0.005530593269832025, accuracy:0.9979398846626282, recall:0.9924423098564148, precision:0.9906718134880066
loss:0.0045788683153659806, accuracy:0.9985542893409729, recall:0.9941843152046204, precision:0.9932015538215637
loss:0.004831567791843554, accuracy:0.99821937084198, recall:0.9924755692481995, precision:0.9919601082801819
loss:0.0064230927565404276, accuracy:0.9976725578308105, recall:0.9901548027992249, precision:0.989815890789032
loss:0.007046228351073296, accuracy:0.9973678588867188, recall:0.9892581701278687, precision:0.987090528011322
loss:0.007096843631097726, accuracy:0.9973319172859192, recall:0.990112841129303, precision:0.9884199500083923
loss:0.007756512125097288, accuracy:0.9973020553588867, recall:0.9879302978515625, precision:0.9881923198699951
loss:0.007743618299937225, accuracy:0.9973509907722473, recall:0.9876776933670044, precision:0.9869242906570435
loss:0.0070600810790892865, accuracy:0.997471272945404, recall:0.9894235134124756, precision:0.9887466430664062
loss:0.003987763000764062, accuracy:0.9986417889595032, recall:0.9933167099952698, precision:0.9943379163742065
loss:0.005677879215736539, accuracy:0.9981362223625183, recall:0.9912692308425903, precision:0.9914665222167969
loss:0.005884861169888609, accuracy:0.9978141784667969, recall:0.9910231828689575, precision:0.9904126524925232
loss:0.0067706981139326675, accuracy:0.9976128339767456, recall:0.9896025657653809, precision:0.9899688363075256
loss:0.0042170088721104546, accuracy:0.9985921382904053, recall:0.9944594502449036, precision:0.9936500191688538
loss:0.005106536108569344, accuracy:0.9983235001564026, recall:0.9939112663269043, precision:0.9920571446418762
loss:0.006288112901011118, accuracy:0.9978159070014954, recall:0.9912404417991638, precision:0.9896810054779053
loss:0.006149289621935168, accuracy:0.9977283477783203, recall:0.990294873714447, precision:0.9896051287651062
loss:0.006631961948705793, accuracy:0.9976610541343689, recall:0.9888442754745483, precision:0.990607738494873
loss:0.0055182685520594535, accuracy:0.9981370568275452, recall:0.9913163781166077, precision:0.9918249249458313
loss:0.005749610091716022, accuracy:0.998153805732727, recall:0.9926329851150513, precision:0.9921523332595825
loss:0.005074869009313261, accuracy:0.9983161687850952, recall:0.992645800113678, precision:0.9924605488777161
loss:0.005519076542104813, accuracy:0.9979445934295654, recall:0.9922837018966675, precision:0.991394579410553
loss:0.007279976605777847, accuracy:0.9976485967636108, recall:0.9898679256439209, precision:0.9888073801994324
loss:0.005101057190795472, accuracy:0.9978447556495667, recall:0.9891546964645386, precision:0.9917098879814148
loss:0.005088783126102499, accuracy:0.9982057213783264, recall:0.9930840730667114, precision:0.9916583299636841
loss:0.00681599952165925, accuracy:0.9974247813224792, recall:0.9888870716094971, precision:0.9880815744400024
loss:0.005424048433160351, accuracy:0.9981154203414917, recall:0.9920119047164917, precision:0.9908325672149658
loss:0.006164798239515221, accuracy:0.9978527426719666, recall:0.9906436800956726, precision:0.9906322360038757
loss:0.004956170726163691, accuracy:0.9983712434768677, recall:0.9932060241699219, precision:0.9931983947753906
loss:0.006317245758018544, accuracy:0.9978736042976379, recall:0.9909214377403259, precision:0.991048276424408
loss:0.005025029281823663, accuracy:0.9984686970710754, recall:0.9937556982040405, precision:0.9934406876564026
loss:0.007432110051431664, accuracy:0.9974619746208191, recall:0.9883832335472107, precision:0.9891249537467957
loss:0.007098707479344739, accuracy:0.9976366758346558, recall:0.99027419090271, precision:0.9888410568237305
loss:0.006495684269175399, accuracy:0.9975173473358154, recall:0.9900766611099243, precision:0.9883900880813599
loss:0.007475742142269155, accuracy:0.9975826144218445, recall:0.9891661405563354, precision:0.9892687201499939
loss:0.005284809580161891, accuracy:0.9979411959648132, recall:0.9904298782348633, precision:0.9910791516304016
loss:0.005760345863382099, accuracy:0.9977502822875977, recall:0.9891243577003479, precision:0.9910489916801453
loss:0.005102619228910044, accuracy:0.9982080459594727, recall:0.9931153655052185, precision:0.9920397996902466
loss:0.005322730632615276, accuracy:0.9982971549034119, recall:0.9926801919937134, precision:0.9925270080566406
loss:0.0055858812701444546, accuracy:0.99791020154953, recall:0.9912671446800232, precision:0.9909080266952515
loss:0.006004942517574818, accuracy:0.998026967048645, recall:0.9916765093803406, precision:0.991509735584259
loss:0.005300348482014669, accuracy:0.9978051781654358, recall:0.9903879165649414, precision:0.9900519251823425
loss:0.0046189315673564125, accuracy:0.9982364177703857, recall:0.9923821091651917, precision:0.9924112558364868
loss:0.006205962411968358, accuracy:0.9977651834487915, recall:0.9896134734153748, precision:0.9907070994377136
loss:0.0069594471951859305, accuracy:0.9979298710823059, recall:0.9919037222862244, precision:0.9898716807365417
loss:0.005622911064110667, accuracy:0.9979183077812195, recall:0.9911771416664124, precision:0.9913323521614075
loss:0.005413713633715816, accuracy:0.9983065724372864, recall:0.9927478432655334, precision:0.9924254417419434
loss:0.007864583610271439, accuracy:0.9974524974822998, recall:0.9895116686820984, precision:0.988325834274292
loss:0.008004839304367123, accuracy:0.9975900650024414, recall:0.9892854690551758, precision:0.9897737503051758
loss:0.00470749373777835, accuracy:0.998391330242157, recall:0.992938756942749, precision:0.9921097159385681
loss:0.005136695464998411, accuracy:0.9982233047485352, recall:0.9920817613601685, precision:0.9913229942321777
loss:0.007263857443949746, accuracy:0.9971420764923096, recall:0.987823486328125, precision:0.9869624972343445
loss:0.0045946689980337395, accuracy:0.9982553720474243, recall:0.9919559955596924, precision:0.9926685094833374
loss:0.008086033073668659, accuracy:0.9973393678665161, recall:0.9894508719444275, precision:0.9894355535507202
loss:0.0044916289348384455, accuracy:0.99857097864151, recall:0.9946501851081848, precision:0.9924789071083069
loss:0.006902437868375273, accuracy:0.9974858164787292, recall:0.9882117509841919, precision:0.9892197847366333
loss:0.007170802593509507, accuracy:0.9972306489944458, recall:0.9866259694099426, precision:0.9875322580337524
loss:0.005089829868102243, accuracy:0.9981755614280701, recall:0.9926093220710754, precision:0.9912264943122864
loss:0.004815125247214383, accuracy:0.9983007311820984, recall:0.992811918258667, precision:0.9918231964111328
loss:0.005272651176765067, accuracy:0.9980422258377075, recall:0.9903778433799744, precision:0.9921272993087769
loss:0.006038314357383569, accuracy:0.9975714683532715, recall:0.9904459118843079, precision:0.9884644150733948
loss:0.005422922595544151, accuracy:0.998138427734375, recall:0.991565465927124, precision:0.9913205504417419
loss:0.004754678663102823, accuracy:0.9981438517570496, recall:0.9914126396179199, precision:0.9924837350845337
loss:0.007787830962010958, accuracy:0.9975100755691528, recall:0.9895437359809875, precision:0.9883441925048828
loss:0.00526044488388834, accuracy:0.9980459213256836, recall:0.9916337132453918, precision:0.9913259148597717
loss:0.005695402175197159, accuracy:0.9981027245521545, recall:0.9907166361808777, precision:0.992468535900116
loss:0.006353042977370933, accuracy:0.9974862337112427, recall:0.9891591668128967, precision:0.9886839985847473
loss:0.004594646867853953, accuracy:0.9985743761062622, recall:0.9943379163742065, precision:0.9931970834732056
loss:0.007051843510425897, accuracy:0.9975066781044006, recall:0.9913057684898376, precision:0.9883155822753906
loss:0.0054115721251582725, accuracy:0.9979909062385559, recall:0.9909622073173523, precision:0.9920234680175781
loss:0.0047559538308769335, accuracy:0.9983678460121155, recall:0.9927621483802795, precision:0.9930488467216492
loss:0.005347502928416361, accuracy:0.9982262253761292, recall:0.9916813969612122, precision:0.9924933910369873
loss:0.007799995329028206, accuracy:0.9972941875457764, recall:0.9884421825408936, precision:0.9874545931816101
loss:0.0069175757906668875, accuracy:0.9977335333824158, recall:0.9894489049911499, precision:0.9896326065063477
loss:0.006072068986268278, accuracy:0.9979139566421509, recall:0.9913920164108276, precision:0.9901458621025085
loss:0.007126330913142738, accuracy:0.9977303743362427, recall:0.9906483888626099, precision:0.9895322322845459
loss:0.005197702122823103, accuracy:0.9986026287078857, recall:0.995060384273529, precision:0.993344783782959
loss:0.00809039307092462, accuracy:0.9965540170669556, recall:0.9855475425720215, precision:0.98548823595047
loss:0.006208511999820985, accuracy:0.998073399066925, recall:0.9923704862594604, precision:0.9917502999305725
loss:0.005821935477688385, accuracy:0.9978479743003845, recall:0.9916144609451294, precision:0.9901150465011597
loss:0.0050752940531856435, accuracy:0.9981878399848938, recall:0.992171585559845, precision:0.991967499256134
loss:0.005714645156476763, accuracy:0.9979001879692078, recall:0.9914594292640686, precision:0.9904773235321045
loss:0.006774222568756158, accuracy:0.9982826113700867, recall:0.9933984875679016, precision:0.991970419883728
loss:0.007673463094361069, accuracy:0.9969725012779236, recall:0.9866144061088562, precision:0.9873470664024353
loss:0.004895841118395765, accuracy:0.9985030293464661, recall:0.9938462376594543, precision:0.9933023452758789
loss:0.0058582008883149685, accuracy:0.9979624152183533, recall:0.9908949136734009, precision:0.9912766218185425
loss:0.006483042200616182, accuracy:0.9977644681930542, recall:0.9910388588905334, precision:0.9903197884559631
loss:0.005494463081413414, accuracy:0.9984057545661926, recall:0.993869960308075, precision:0.9926023483276367
loss:0.006305370224554281, accuracy:0.9977399706840515, recall:0.9891797304153442, precision:0.9902529120445251
loss:0.0069877674514918905, accuracy:0.9976458549499512, recall:0.990832507610321, precision:0.9900561571121216
loss:0.005248444017142901, accuracy:0.9980867505073547, recall:0.9904556274414062, precision:0.992459237575531
loss:0.006837697777255017, accuracy:0.9978715181350708, recall:0.9915239214897156, precision:0.9895899891853333
loss:0.005962641298301605, accuracy:0.9978532791137695, recall:0.9905154705047607, precision:0.9902734756469727
loss:0.005444733016602186, accuracy:0.9983594417572021, recall:0.9936930537223816, precision:0.9921055436134338
loss:0.005600369801322813, accuracy:0.9979889392852783, recall:0.9911800026893616, precision:0.9916495084762573
loss:0.007295098785380105, accuracy:0.997310221195221, recall:0.9896379113197327, precision:0.9887897968292236
loss:0.006891290014264087, accuracy:0.997707724571228, recall:0.9898738861083984, precision:0.98919278383255
loss:0.006356620330370788, accuracy:0.9979031682014465, recall:0.9916316866874695, precision:0.9909335374832153
loss:0.005225092185773974, accuracy:0.9983513355255127, recall:0.9931461811065674, precision:0.9932975769042969
loss:0.00610553130534754, accuracy:0.9978152513504028, recall:0.9892241358757019, precision:0.9902458190917969
loss:0.007102677794337069, accuracy:0.9976521730422974, recall:0.9901453852653503, precision:0.9900701642036438
loss:0.005436310786317336, accuracy:0.9980226159095764, recall:0.9906699061393738, precision:0.9920130968093872
loss:0.004901761333703689, accuracy:0.9984380006790161, recall:0.9931779503822327, precision:0.9930866956710815
loss:0.008621025713055133, accuracy:0.9974619150161743, recall:0.9899267554283142, precision:0.9889761805534363
loss:0.005968868454447147, accuracy:0.9978294968605042, recall:0.9905077219009399, precision:0.990496039390564
loss:0.006410742768202908, accuracy:0.9975299835205078, recall:0.9897232055664062, precision:0.9884483218193054
loss:0.00710954082893295, accuracy:0.9979987740516663, recall:0.991730272769928, precision:0.9907417297363281
loss:0.006317721138184424, accuracy:0.9979878664016724, recall:0.9919835925102234, precision:0.9901440143585205
loss:0.005591365041182144, accuracy:0.9980649948120117, recall:0.9915347695350647, precision:0.9914891123771667
loss:0.0056404504450438256, accuracy:0.9978232979774475, recall:0.9907616972923279, precision:0.9903260469436646
loss:0.0060093274921746345, accuracy:0.9981821179389954, recall:0.9923135638237, precision:0.9916785955429077
loss:0.00689603490790887, accuracy:0.9976013898849487, recall:0.989848792552948, precision:0.9892679452896118
loss:0.005612467463242865, accuracy:0.9981248378753662, recall:0.9915875792503357, precision:0.9924927353858948
loss:0.0047392981005395995, accuracy:0.9982700347900391, recall:0.992507815361023, precision:0.992330014705658
loss:0.005860318704280871, accuracy:0.9978749752044678, recall:0.9898855090141296, precision:0.9913060665130615
loss:0.006637533386738142, accuracy:0.9976192116737366, recall:0.9894729256629944, precision:0.9896951913833618
loss:0.004772074831498685, accuracy:0.9983142018318176, recall:0.9930167198181152, precision:0.992350697517395
loss:0.005718418519509214, accuracy:0.9979006052017212, recall:0.9911400675773621, precision:0.990766704082489
loss:0.004000071346104051, accuracy:0.9987345933914185, recall:0.9947865009307861, precision:0.9938888549804688
loss:0.006591611977182765, accuracy:0.9977425932884216, recall:0.9905298948287964, precision:0.9900895357131958
loss:0.005136863503757923, accuracy:0.9982989430427551, recall:0.9926596879959106, precision:0.9922151565551758
loss:0.006178217351953208, accuracy:0.9981202483177185, recall:0.9926945567131042, precision:0.9913670420646667
loss:0.006408166458604683, accuracy:0.9973564743995667, recall:0.9890396595001221, precision:0.9875987768173218
loss:0.004957461323274401, accuracy:0.9984725713729858, recall:0.9930036067962646, precision:0.9931495189666748
loss:0.006580878404229225, accuracy:0.9976498484611511, recall:0.9894315600395203, precision:0.9897341728210449
loss:0.0057660228830354755, accuracy:0.9977027773857117, recall:0.991020917892456, precision:0.989811897277832
loss:0.0068422312172879175, accuracy:0.9975727796554565, recall:0.98983234167099, precision:0.989257276058197
loss:0.006011323533148243, accuracy:0.9980270862579346, recall:0.991280734539032, precision:0.990524172782898
loss:0.006307806442982837, accuracy:0.9976746439933777, recall:0.9895554184913635, precision:0.9905957579612732
loss:0.00483044487130428, accuracy:0.9982748031616211, recall:0.993194043636322, precision:0.9923145174980164
loss:0.006105120545362297, accuracy:0.9976283311843872, recall:0.9899207353591919, precision:0.9904534816741943
loss:0.007198062925453996, accuracy:0.9974067211151123, recall:0.9875475764274597, precision:0.9885905385017395
loss:0.00718439929851229, accuracy:0.9979101419448853, recall:0.9911925196647644, precision:0.9902037382125854
loss:0.005240343323457637, accuracy:0.9982715249061584, recall:0.9925666451454163, precision:0.9929031133651733
loss:0.004846277591277612, accuracy:0.9980927109718323, recall:0.9914473295211792, precision:0.9916293621063232
loss:0.0068580255362394385, accuracy:0.9979106187820435, recall:0.9917455315589905, precision:0.9898874163627625
loss:0.005394816957905277, accuracy:0.9980979561805725, recall:0.9917295575141907, precision:0.9917625784873962
loss:0.005295881898982771, accuracy:0.998302161693573, recall:0.9921352863311768, precision:0.9928704500198364
loss:0.0056680199390302735, accuracy:0.9979745149612427, recall:0.9914872646331787, precision:0.9909595251083374
loss:0.005752904063065216, accuracy:0.9979219436645508, recall:0.9919446110725403, precision:0.9893723130226135
loss:0.006165112306716764, accuracy:0.9980208873748779, recall:0.9907849431037903, precision:0.9918936491012573
loss:0.0049391620242477076, accuracy:0.9981951117515564, recall:0.9917058944702148, precision:0.993194043636322
loss:0.0062965342786264955, accuracy:0.9977326989173889, recall:0.9905099272727966, precision:0.9898015260696411
loss:0.005099727158394672, accuracy:0.9980769157409668, recall:0.9919528961181641, precision:0.990824282169342
loss:0.004925539824071166, accuracy:0.998218834400177, recall:0.992279589176178, precision:0.9924107193946838
loss:0.006093730612265063, accuracy:0.9977613091468811, recall:0.990122377872467, precision:0.9911767840385437
loss:0.00493530886096778, accuracy:0.9981985092163086, recall:0.9918172359466553, precision:0.9915453195571899
loss:0.005466571235865558, accuracy:0.9983433485031128, recall:0.992243230342865, precision:0.993007242679596
loss:0.004831544097851292, accuracy:0.9983091354370117, recall:0.9923602938652039, precision:0.9922968745231628
loss:0.004928233189712045, accuracy:0.9982336759567261, recall:0.992448627948761, precision:0.9924288988113403
loss:0.003875874437908351, accuracy:0.9985028505325317, recall:0.9933534860610962, precision:0.993138313293457
loss:0.007025454484173679, accuracy:0.9977496862411499, recall:0.9906884431838989, precision:0.9897636771202087
loss:0.006241843326897652, accuracy:0.9978335499763489, recall:0.9913161993026733, precision:0.9904153943061829
loss:0.006634586100808519, accuracy:0.997511625289917, recall:0.989459753036499, precision:0.9887424111366272
loss:0.005490002401547827, accuracy:0.9982540607452393, recall:0.9938897490501404, precision:0.9913827180862427
loss:0.006073501904156728, accuracy:0.9978607892990112, recall:0.9900736808776855, precision:0.99069744348526
loss:0.007208361964767391, accuracy:0.997331976890564, recall:0.9895217418670654, precision:0.9877840280532837
loss:0.005481004887260496, accuracy:0.9984946250915527, recall:0.9938973188400269, precision:0.9920236468315125
loss:0.00624003264174462, accuracy:0.9974440336227417, recall:0.9883620142936707, precision:0.9884878396987915
loss:0.006846176557241961, accuracy:0.9976420402526855, recall:0.9894744753837585, precision:0.9893757700920105
loss:0.004967008702842577, accuracy:0.9983862042427063, recall:0.9923104047775269, precision:0.9934971928596497
loss:0.005597056078950118, accuracy:0.9981824159622192, recall:0.9923937916755676, precision:0.9922808408737183
loss:0.006532729925838794, accuracy:0.9975289106369019, recall:0.9894008636474609, precision:0.9884134531021118
loss:0.005826317990295138, accuracy:0.9979674220085144, recall:0.9909116625785828, precision:0.9907916188240051
loss:0.0059669208820923815, accuracy:0.9977229833602905, recall:0.9892900586128235, precision:0.9901789426803589
loss:0.005759558962486153, accuracy:0.997819721698761, recall:0.9915977120399475, precision:0.9908841252326965
loss:0.00626663805392127, accuracy:0.9980409145355225, recall:0.9914612174034119, precision:0.9913066029548645
loss:0.006230987358630955, accuracy:0.9981257915496826, recall:0.9920274615287781, precision:0.9911949038505554
loss:0.005747680044505614, accuracy:0.9978224039077759, recall:0.9900071620941162, precision:0.9912060499191284
loss:0.006623754094853211, accuracy:0.9979681372642517, recall:0.9912506937980652, precision:0.9914546012878418
loss:0.006164972405185836, accuracy:0.9977898001670837, recall:0.9907387495040894, precision:0.9910758137702942
loss:0.005305858554875158, accuracy:0.9981816411018372, recall:0.991269588470459, precision:0.9927563071250916
loss:0.005559063324035378, accuracy:0.9980022311210632, recall:0.9924461841583252, precision:0.9898813962936401
loss:0.006360884655023256, accuracy:0.9976151585578918, recall:0.9903736710548401, precision:0.9900802373886108
loss:0.008647842300315461, accuracy:0.9971519112586975, recall:0.9889939427375793, precision:0.9875265955924988
loss:0.004869660369267876, accuracy:0.9982951879501343, recall:0.9922661185264587, precision:0.993018627166748
loss:0.006543750275536695, accuracy:0.9980499744415283, recall:0.9929709434509277, precision:0.9903029203414917
loss:0.00619183518252612, accuracy:0.9979474544525146, recall:0.9912686944007874, precision:0.9907444715499878
loss:0.006658620090929617, accuracy:0.9977428913116455, recall:0.9891597628593445, precision:0.9897053837776184
loss:0.0063620188618187965, accuracy:0.9979798793792725, recall:0.9911352396011353, precision:0.9912999272346497
loss:0.005343105888996434, accuracy:0.9982287287712097, recall:0.9924248456954956, precision:0.992407500743866
loss:0.006022924913786483, accuracy:0.9979581832885742, recall:0.9909356236457825, precision:0.9907066822052002
loss:0.007172508878229564, accuracy:0.9976120591163635, recall:0.9891406893730164, precision:0.9894025325775146
loss:0.005365481160688432, accuracy:0.9980096220970154, recall:0.9918543100357056, precision:0.9912360310554504
loss:0.005875332890773279, accuracy:0.9979411363601685, recall:0.9909877777099609, precision:0.9916932582855225
loss:0.004137099195959309, accuracy:0.9983363151550293, recall:0.9932025074958801, precision:0.9914788603782654
loss:0.010831723785458961, accuracy:0.9965949058532715, recall:0.9865397214889526, precision:0.983897864818573
loss:0.005311263906387467, accuracy:0.9981832504272461, recall:0.9929450154304504, precision:0.9916201829910278
loss:0.0060477949076994265, accuracy:0.9976624250411987, recall:0.9890267848968506, precision:0.9898640513420105
loss:0.006247122572240187, accuracy:0.9977666735649109, recall:0.9908785223960876, precision:0.9893906712532043
loss:0.007157975429513499, accuracy:0.9973321557044983, recall:0.9878403544425964, precision:0.9887796640396118
loss:0.005239264491920039, accuracy:0.9980599284172058, recall:0.9919466972351074, precision:0.9912262558937073
loss:0.0061324623417567635, accuracy:0.9980878233909607, recall:0.9923099875450134, precision:0.9913700819015503
loss:0.00668246661000012, accuracy:0.9976937174797058, recall:0.9902547001838684, precision:0.9901514053344727
loss:0.0062847739342942075, accuracy:0.9981077313423157, recall:0.9919215440750122, precision:0.9912340044975281
loss:0.00573521287486983, accuracy:0.997999906539917, recall:0.9911102652549744, precision:0.9918873310089111
loss:0.006819669565193181, accuracy:0.9973686933517456, recall:0.9885510206222534, precision:0.9881901144981384
loss:0.005803376523217594, accuracy:0.9976131916046143, recall:0.9889097213745117, precision:0.9901553988456726
loss:0.005273743854741042, accuracy:0.9982512593269348, recall:0.9925678968429565, precision:0.9928981065750122
loss:0.005303776826804096, accuracy:0.998063862323761, recall:0.9924339056015015, precision:0.9920063018798828
loss:0.006204968199608629, accuracy:0.9980185627937317, recall:0.9920567274093628, precision:0.9909583330154419
loss:0.006468952462973902, accuracy:0.997654139995575, recall:0.9906044602394104, precision:0.9895584583282471
loss:0.004597119704676515, accuracy:0.9982613921165466, recall:0.9914719462394714, precision:0.9925635457038879
loss:0.0055918050323998615, accuracy:0.9980282187461853, recall:0.9913274049758911, precision:0.9913908839225769
loss:0.00546541940681891, accuracy:0.9980785250663757, recall:0.9932358860969543, precision:0.9907903075218201
loss:0.006595961175371486, accuracy:0.9976655840873718, recall:0.9902018308639526, precision:0.9891398549079895
loss:0.004632523497175498, accuracy:0.99859219789505, recall:0.9945148229598999, precision:0.9933594465255737
loss:0.004246021548187855, accuracy:0.998345673084259, recall:0.9936087727546692, precision:0.9920504689216614
loss:0.006602586570570565, accuracy:0.9976333975791931, recall:0.9890796542167664, precision:0.9900342226028442
loss:0.006634310062345321, accuracy:0.9978218078613281, recall:0.9908983111381531, precision:0.9897481203079224
loss:0.005949266927227654, accuracy:0.9978922009468079, recall:0.9919162392616272, precision:0.9908031225204468
loss:0.004454822618317849, accuracy:0.9984335899353027, recall:0.9936187267303467, precision:0.993147611618042
loss:0.005891352582566469, accuracy:0.9978794455528259, recall:0.991291344165802, precision:0.9906522035598755
loss:0.007082474380658823, accuracy:0.9971787333488464, recall:0.9874168038368225, precision:0.9889398813247681
loss:0.007347995024974807, accuracy:0.9977420568466187, recall:0.989637553691864, precision:0.9896226525306702
loss:0.004788855857987074, accuracy:0.9983510375022888, recall:0.9929371476173401, precision:0.9929015636444092
loss:0.0050526045469450765, accuracy:0.9981802701950073, recall:0.9917216300964355, precision:0.9916635155677795
loss:0.006360968264325493, accuracy:0.9976544976234436, recall:0.9885236024856567, precision:0.9908742904663086
loss:0.006889117226055532, accuracy:0.9973834753036499, recall:0.9888277053833008, precision:0.9876728653907776
loss:0.004769054701655478, accuracy:0.9983096122741699, recall:0.9926058650016785, precision:0.9918701648712158
loss:0.007396412680091089, accuracy:0.9976845979690552, recall:0.9891688227653503, precision:0.9900452494621277
loss:0.005944767972341652, accuracy:0.9981974363327026, recall:0.9925872087478638, precision:0.9916908740997314
loss:0.005282003399088353, accuracy:0.9979979991912842, recall:0.9917668104171753, precision:0.991204559803009
loss:0.006711596155582811, accuracy:0.9977304339408875, recall:0.9897826910018921, precision:0.9899933934211731
loss:0.004528823321525124, accuracy:0.9983282089233398, recall:0.9929627180099487, precision:0.9924819469451904
loss:0.004632926055264761, accuracy:0.9983834624290466, recall:0.9928829073905945, precision:0.99273282289505
loss:0.006153040529970895, accuracy:0.9982483983039856, recall:0.9922345280647278, precision:0.9920440316200256
loss:0.0055226846445566476, accuracy:0.9980472922325134, recall:0.9918927550315857, precision:0.992174506187439
loss:0.005468388470271748, accuracy:0.9979330897331238, recall:0.9912875294685364, precision:0.9906006455421448
loss:0.0061579069809886275, accuracy:0.9974693059921265, recall:0.9886875748634338, precision:0.9891541600227356
loss:0.006504413451302753, accuracy:0.997363805770874, recall:0.9879282116889954, precision:0.9890347123146057
loss:0.004765787742089742, accuracy:0.9982173442840576, recall:0.9917413592338562, precision:0.9930126070976257
loss:0.007595676497858222, accuracy:0.9977244138717651, recall:0.9896461963653564, precision:0.9896438121795654
loss:0.006504483306989641, accuracy:0.9975610971450806, recall:0.9887912273406982, precision:0.989234209060669
loss:0.005254948063156917, accuracy:0.998236358165741, recall:0.9922057390213013, precision:0.9925361275672913
loss:0.006586471540940692, accuracy:0.997433602809906, recall:0.9899502992630005, precision:0.9883063435554504
loss:0.007003471636035101, accuracy:0.9975976943969727, recall:0.9893292784690857, precision:0.9896834492683411
loss:0.005773671870638281, accuracy:0.997830867767334, recall:0.9904929399490356, precision:0.9907041788101196
loss:0.005228688535546553, accuracy:0.9981055855751038, recall:0.9921077489852905, precision:0.9916473031044006
loss:0.0049061359572988295, accuracy:0.9980630874633789, recall:0.9903760552406311, precision:0.991724967956543
loss:0.006050638664810322, accuracy:0.9980289340019226, recall:0.9916912913322449, precision:0.9904889464378357
loss:0.004532032073402661, accuracy:0.9982501268386841, recall:0.9917082786560059, precision:0.9922802448272705
loss:0.005133165924889909, accuracy:0.9979737401008606, recall:0.9910199046134949, precision:0.9914834499359131
loss:0.00428178039541308, accuracy:0.998512864112854, recall:0.9943040013313293, precision:0.993354320526123
loss:0.005226978855835114, accuracy:0.998504638671875, recall:0.9938605427742004, precision:0.9925216436386108
loss:0.004012229274712809, accuracy:0.998776912689209, recall:0.9947851300239563, precision:0.9944837093353271
loss:0.006651149901190365, accuracy:0.9977919459342957, recall:0.9899304509162903, precision:0.9902368783950806
loss:0.00549792918824096, accuracy:0.9979919195175171, recall:0.9914868474006653, precision:0.9911914467811584
loss:0.005541457812169029, accuracy:0.9978131651878357, recall:0.9911887645721436, precision:0.9893715381622314
loss:0.005815129386528497, accuracy:0.9979117512702942, recall:0.9907931089401245, precision:0.9914235472679138
loss:0.006229360305469527, accuracy:0.9977878928184509, recall:0.9911723136901855, precision:0.9895955324172974
loss:0.007073003169134609, accuracy:0.9972963333129883, recall:0.9894315004348755, precision:0.9869862198829651
loss:0.007017457879774156, accuracy:0.9978137612342834, recall:0.9910914301872253, precision:0.9900547862052917
loss:0.005454917037895939, accuracy:0.9981755018234253, recall:0.9924158453941345, precision:0.992031455039978
loss:0.007229988763992878, accuracy:0.9977149963378906, recall:0.9912684559822083, precision:0.9894740581512451
loss:0.004975563196167059, accuracy:0.9981463551521301, recall:0.992620587348938, precision:0.9908777475357056
loss:0.006713362677837722, accuracy:0.9973113536834717, recall:0.9882799386978149, precision:0.9876441955566406
loss:0.004992178224711097, accuracy:0.9982936382293701, recall:0.9927990436553955, precision:0.9916917085647583
loss:0.005712531970984856, accuracy:0.9979445934295654, recall:0.9912012815475464, precision:0.9913709163665771
loss:0.004717838730848598, accuracy:0.9984877705574036, recall:0.9936074018478394, precision:0.99335777759552
loss:0.004957635688533628, accuracy:0.9981469511985779, recall:0.9919099807739258, precision:0.9918105006217957
loss:0.006669345732734655, accuracy:0.9977394938468933, recall:0.9895780682563782, precision:0.9902893900871277
loss:0.006393480709566575, accuracy:0.9978377223014832, recall:0.9915022253990173, precision:0.9901211261749268
loss:0.005098902151730727, accuracy:0.9983184337615967, recall:0.9925622940063477, precision:0.9924747943878174
loss:0.006949677062839328, accuracy:0.9975160956382751, recall:0.9893946051597595, precision:0.9885053634643555
loss:0.008262837072179537, accuracy:0.9972897171974182, recall:0.9877603650093079, precision:0.9886595606803894
loss:0.007332792362285545, accuracy:0.9977532029151917, recall:0.990900993347168, precision:0.989164412021637
loss:0.006773831217542465, accuracy:0.9975196123123169, recall:0.9897386431694031, precision:0.987102210521698
loss:0.00688437295231779, accuracy:0.9975777268409729, recall:0.9895565509796143, precision:0.9887410402297974
loss:0.006002747402608293, accuracy:0.9980918765068054, recall:0.9909982085227966, precision:0.9926907420158386
loss:0.0052820174275348105, accuracy:0.9979912638664246, recall:0.9922754168510437, precision:0.9907674789428711
loss:0.0055410046686938585, accuracy:0.9980064034461975, recall:0.9914053082466125, precision:0.9913321733474731
